room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
14331588,44212936,Shared room,,Tongin-dong,1,0.0,4,1.0,96.0,,37.579856,126.971082,2017-01-15 10:46:42.043180
16609284,107604112,Shared room,,Tongui-dong,0,0.0,3,1.0,97.0,,37.577847,126.972915,2017-01-15 10:46:42.041008
10297638,24221128,Shared room,,Samseong-dong,0,0.0,3,1.0,93.0,,37.517412,127.061577,2017-01-15 10:46:42.038785
835174,4368052,Shared room,,Sangsu-dong,2,0.0,3,1.0,88.0,,37.545852,126.92382,2017-01-15 10:46:42.034139
9082435,21301264,Shared room,,Itaewon-dong,0,0.0,1,1.0,88.0,,37.535737,126.994242,2017-01-15 10:46:42.031389
5415032,27929832,Shared room,,Nogosan-dong,0,0.0,4,1.0,79.0,,37.555666,126.941026,2017-01-15 10:46:40.561709
5095875,26331349,Shared room,,Yegwan-dong,0,0.0,4,1.0,70.0,,37.563341,126.997315,2017-01-15 10:46:40.556552
2789659,14246846,Shared room,,Sinsa-dong,1,0.0,3,1.0,74.0,,37.520878,127.023622,2017-01-15 10:46:38.851653
4305901,20830019,Shared room,,Daehyeon-dong,0,0.0,3,1.0,79.0,,37.557806,126.945197,2017-01-15 10:46:38.847945
3771978,19333663,Shared room,,Dapsipni-dong,0,0.0,4,1.0,79.0,,37.565763,127.059198,2017-01-15 10:46:38.845026
4121483,20500178,Shared room,,Hyehwa-dong,1,0.0,3,1.0,70.0,,37.589137,127.000178,2017-01-15 10:46:38.842979
13592916,77609130,Shared room,,Yeonnam-dong,2,0.0,4,1.0,79.0,,37.562102,126.925079,2017-01-15 10:46:38.840899
4343777,22551232,Shared room,,Eungam-dong,0,0.0,3,1.0,73.0,,37.598953,126.927509,2017-01-15 10:46:38.838100
8275691,11055474,Shared room,,Daehyeon-dong,0,0.0,3,1.0,79.0,,37.556949,126.944951,2017-01-15 10:46:38.835162
4123902,6006347,Shared room,,Sinsu-dong,2,0.0,2,1.0,71.0,,37.548722,126.939104,2017-01-15 10:46:38.832278
13338461,74417425,Shared room,,Yeoksam-dong,4,4.5,2,1.0,70.0,,37.501939,127.026219,2017-01-15 10:46:38.827976
