room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
5881511,1062,30543010,Shared room,,Seoul,,Jamsil-dong,0,0.0,3,1.0,,15.0,,2017-04-12 20:38:42.274041,37.508741,127.090783,0101000020E610000019028063CFC55F403291D26C1EC14240
11331413,1062,59172155,Shared room,,Seoul,,Jamsil-dong,0,0.0,1,1.0,,13.0,,2017-04-12 20:38:42.264248,37.506545,127.081954,0101000020E6100000B071FDBB3EC55F40E6797077D6C04240
12506934,1062,7228997,Shared room,,Seoul,,Bongcheon-dong,1,0.0,3,1.0,,26.0,,2017-04-12 20:36:31.041104,37.479193,126.954046,0101000020E61000004C38F4160FBD5F406FBC3B3256BD4240
13083822,1062,8155094,Shared room,,Seoul,,Yeoksam-dong,1,0.0,1,1.0,,26.0,,2017-04-12 20:36:15.624631,37.493404,127.031602,0101000020E61000003F1F65C405C25F4098DBBDDC27BF4240
12551630,1062,62045750,Shared room,,Seoul,,Daechi-dong,0,0.0,6,1.0,,36.0,,2017-04-12 20:36:15.046008,37.50282,127.053918,0101000020E61000009BAA7B6473C35F402AE3DF675CC04240
13084041,1062,8155094,Shared room,,Seoul,,Yeoksam-dong,0,0.0,1,1.0,,26.0,,2017-04-12 20:36:15.037389,37.491835,127.032552,0101000020E6100000D7DAFB5415C25F409B030473F4BE4240
15101084,1062,32565142,Shared room,,Seoul,,Daechi-dong,0,0.0,4,1.0,,23.0,,2017-04-12 20:36:14.218111,37.498979,127.056204,0101000020E6100000E179A9D898C35F4005323B8BDEBF4240
15100999,1062,32565142,Shared room,,Seoul,,Daechi-dong,0,0.0,6,1.0,,23.0,,2017-04-12 20:36:14.210317,37.499994,127.055064,0101000020E6100000F7CB272B86C35F401E19ABCDFFBF4240
12551498,1062,62045750,Shared room,,Seoul,,Daechi-dong,0,0.0,3,1.0,,40.0,,2017-04-12 20:36:14.206769,37.502323,127.055015,0101000020E61000008672A25D85C35F40A983BC1E4CC04240
14942184,1062,32565142,Shared room,,Seoul,,Daechi-dong,0,0.0,6,1.0,,23.0,,2017-04-12 20:36:12.948188,37.500378,127.054144,0101000020E61000009351651877C35F40A6D1E4620CC04240
15100624,1062,32565142,Shared room,,Seoul,,Daechi-dong,1,0.0,4,1.0,,24.0,,2017-04-12 20:36:12.940380,37.500216,127.055743,0101000020E6100000C87E164B91C35F40CD77F01307C04240
11744889,1062,32565142,Shared room,,Seoul,,Daechi-dong,4,4.5,4,1.0,,23.0,,2017-04-12 20:36:12.934330,37.498876,127.056002,0101000020E6100000AEA0698995C35F403161342BDBBF4240
12551281,1062,62045750,Shared room,,Seoul,,Daechi-dong,0,0.0,3,1.0,,40.0,,2017-04-12 20:36:12.921228,37.502331,127.055665,0101000020E61000000AA2EE0390C35F402C62D8614CC04240
13566492,1062,66839130,Shared room,,Seoul,,Umyeon-dong,0,0.0,4,1.0,,23.0,,2017-04-12 20:32:13.738049,37.473511,127.026544,0101000020E6100000ECF99AE5B2C15F40ECA529029CBC4240
4597392,1062,21155404,Shared room,,Seoul,,Bongcheon-dong,7,4.0,4,1.0,,27.0,,2017-04-12 20:32:13.728380,37.479128,126.960899,0101000020E610000095F0845E7FBD5F40884CF91054BD4240
15101135,1062,32565142,Shared room,,Seoul,,Daechi-dong,0,0.0,4,1.0,,23.0,,2017-04-12 20:32:10.600335,37.500559,127.054393,0101000020E61000006808C72C7BC35F40F75B3B5112C04240
17243520,1062,3888422,Shared room,,Seoul,,Bangbae-dong,0,0.0,5,1.0,,36.0,,2017-04-12 20:32:09.023884,37.479017,126.989392,0101000020E610000023BBD23252BF5F40309DD66D50BD4240
15101217,1062,32565142,Shared room,,Seoul,,Daechi-dong,0,0.0,1,1.0,,23.0,,2017-04-12 20:32:09.013938,37.500074,127.055533,0101000020E610000052B648DA8DC35F403ACAC16C02C04240
12836380,1062,66839130,Shared room,,Seoul,,Umyeon-dong,1,0.0,4,1.0,,23.0,,2017-04-12 20:32:09.007476,37.4743,127.025089,0101000020E6100000519FE40E9BC15F40143FC6DCB5BC4240
12371727,1062,66839130,Shared room,,Seoul,,Umyeon-dong,8,4.5,8,1.0,,23.0,,2017-04-12 20:32:03.004735,37.474327,127.026734,0101000020E61000003EEC8502B6C15F400E4E44BFB6BC4240
15101183,1062,32565142,Shared room,,Seoul,,Daechi-dong,1,0.0,4,1.0,,23.0,,2017-04-12 20:32:02.331448,37.499844,127.063541,0101000020E6100000213D450E11C45F40098D60E3FABF4240
18165376,1062,125301183,Shared room,,Seoul,,Daechi-dong,0,0.0,3,1.0,,39.0,,2017-04-12 20:32:01.562262,37.502964,127.066322,0101000020E61000005740A19E3EC45F405D88D51F61C04240
18165457,1062,125301668,Shared room,,Seoul,,Daechi-dong,0,0.0,3,1.0,,39.0,,2017-04-12 20:32:01.558127,37.498632,127.069133,0101000020E6100000C284D1AC6CC45F409A5E622CD3BF4240
3892672,1062,10645231,Shared room,,Seoul,,Gonghang-dong,36,4.5,6,1.0,,18.0,,2017-04-12 20:31:59.197637,37.561792,126.813949,0101000020E610000029E78BBD17B45F40C493DDCCE8C74240
15890120,1062,103060219,Shared room,,Seoul,,Hwagok-dong,1,0.0,4,1.0,,36.0,,2017-04-12 20:31:57.629744,37.530675,126.843992,0101000020E61000007B8505F703B65F4004E78C28EDC34240
14208349,1062,57857973,Shared room,,Seoul,,Sinjeong-dong,1,0.0,1,1.0,,10.0,,2017-04-12 20:31:57.617909,37.507385,126.832246,0101000020E6100000840EBA8443B55F4090BDDEFDF1C04240
7236665,1062,14997504,Shared room,,Seoul,,Guro-dong,3,4.5,6,1.0,,10.0,,2017-04-12 20:31:56.316438,37.492718,126.889453,0101000020E6100000109546CCECB85F404513286211BF4240
15813616,1062,94601998,Shared room,,Seoul,,Mullae-dong 1(il)-ga,0,0.0,9,1.0,,11.0,,2017-04-12 20:30:49.173560,37.510465,126.891953,0101000020E61000006C2409C215B95F405760C8EA56C14240
15813233,1062,94601998,Shared room,,Seoul,,Mullae-dong 1(il)-ga,3,4.5,9,1.0,,11.0,,2017-04-12 20:30:49.171436,37.510443,126.892151,0101000020E6100000FF05820019B95F406FBC3B3256C14240
15782143,1062,94601998,Shared room,,Seoul,,Mullae-dong 2(i)-ga,0,0.0,6,1.0,,18.0,,2017-04-12 20:30:49.163932,37.511254,126.89201,0101000020E61000001E6D1CB116B95F407FF964C570C14240
15813836,1062,94601998,Shared room,,Seoul,,Mullae-dong 1(il)-ga,2,0.0,9,1.0,,11.0,,2017-04-12 20:30:49.159534,37.511055,126.892301,0101000020E61000000A4CA7751BB95F4088BA0F406AC14240
15812582,1062,94601998,Shared room,,Seoul,,Mullae-dong 2(i)-ga,0,0.0,9,1.0,,11.0,,2017-04-12 20:30:47.634113,37.512451,126.891429,0101000020E61000002F6D382C0DB95F40B8E68EFE97C14240
15813258,1062,94601998,Shared room,,Seoul,,Mullae-dong 2(i)-ga,2,0.0,9,1.0,,11.0,,2017-04-12 20:30:47.630218,37.51189,126.891922,0101000020E61000004E25034015B95F4021938C9C85C14240
