room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
3843647,19811324,Private room,,Yeonhui-dong,10,5.0,2,1.0,42.0,1.0,37.567362,126.933004,2016-10-03 02:30:48.723669
13582665,78406335,Private room,,Samseong-dong,0,,1,1.0,91.0,1.0,37.514449,127.051978,2016-10-03 02:30:45.210119
7584001,38990811,Shared room,,Jeonnong-dong,3,5.0,2,1.0,14.0,1.0,37.581265,127.052956,2016-10-03 02:30:41.939134
11634104,13045522,Entire home/apt,,Singongdeok-dong,31,4.5,4,1.0,58.0,,37.543454,126.952451,2016-10-03 02:30:36.633111
12279184,35608851,Entire home/apt,,Nonhyeon-dong,17,5.0,3,2.0,64.0,4.0,37.513035,127.027691,2016-10-03 02:30:33.269457
7960631,24032856,Entire home/apt,,Changcheon-dong,17,4.0,1,1.0,19.0,1.0,37.558204,126.938578,2016-10-03 02:30:30.163358
7010615,36750810,Shared room,,Daehyeon-dong,6,4.5,1,1.0,22.0,1.0,37.557276,126.945941,2016-10-03 02:30:28.981317
9540664,49414099,Entire home/apt,,Godeok-dong,0,,4,1.0,14.0,1.0,37.55997,127.156348,2016-10-03 02:30:20.607288
12084652,63671979,Private room,,Nonhyeon-dong,1,,1,1.0,22.0,3.0,37.510542,127.029107,2016-10-03 02:30:19.825300
6591811,26100480,Entire home/apt,,Hwagok-dong,0,,2,0.0,22.0,1.0,37.553185,126.848482,2016-10-03 02:30:14.928576
8615534,2359171,Private room,,Ikseon-dong,12,5.0,4,1.0,118.0,1.0,37.575326,126.989283,2016-10-03 02:30:12.190513
10179040,6913955,Entire home/apt,,Songpa-dong,5,5.0,6,3.0,75.0,,37.5056,127.107335,2016-10-03 02:30:09.472035
12455667,30774464,Private room,,Yeonhui-dong,13,5.0,3,1.0,24.0,1.0,37.569501,126.921408,2016-10-03 02:30:09.332086
11463677,60302824,Shared room,,Changcheon-dong,1,,2,1.0,24.0,1.0,37.557086,126.937166,2016-10-03 02:30:05.383114
13869375,76707932,Entire home/apt,,Singye-dong,4,5.0,4,0.0,55.0,2.0,37.536784,126.967176,2016-10-03 02:30:02.353886
14862992,92956870,Private room,,Songjeong-dong,0,,2,1.0,27.0,1.0,37.551798,127.06844,2016-10-03 02:30:01.951346
6187909,32096250,Shared room,,Yeonnam-dong,0,,7,1.0,21.0,1.0,37.561898,126.9191,2016-10-03 02:29:58.427623
10623099,17947050,Private room,,Seogyo-dong,0,,4,1.0,78.0,1.0,37.556237,126.917353,2016-10-03 02:29:48.406282
7155005,24755879,Entire home/apt,,Yangpyeong-dong 5(o)-ga,0,,2,0.0,44.0,1.0,37.540414,126.895621,2016-10-03 02:29:48.399153
14921447,84043287,Entire home/apt,,Dongja-dong,0,,4,1.0,61.0,2.0,37.553835,126.969364,2016-10-03 02:29:44.062542
12917195,63420161,Entire home/apt,,Dohwa-dong,29,5.0,4,1.0,77.0,1.0,37.540162,126.946361,2016-10-03 02:29:35.946732
14462251,50730114,Entire home/apt,,Dongja-dong,1,,7,1.0,71.0,1.0,37.553432,126.969855,2016-10-03 02:29:29.768304
12176342,13581627,Private room,,Seogyo-dong,24,5.0,2,1.0,31.0,2.0,37.555686,126.928175,2016-10-03 02:29:25.398823
5355363,27182335,Private room,,Chungmuro 4(sa)-ga,7,5.0,4,1.0,28.0,1.0,37.562593,126.995122,2016-10-03 02:29:22.198399
6285301,29082687,Entire home/apt,,Sungin-dong,34,4.5,3,1.0,46.0,1.0,37.573394,127.022461,2016-10-03 02:29:21.783969
5898438,23007193,Private room,,Hyeonjeo-dong,39,5.0,3,1.0,38.0,2.0,37.572666,126.950314,2016-10-03 02:29:16.661771
13609001,12296601,Entire home/apt,,Donggyo-dong,2,,2,0.0,35.0,2.0,37.557116,126.927448,2016-10-03 02:29:13.529332
13283680,74922852,Private room,,Gwonnong-dong,2,,2,1.0,84.0,1.0,37.575146,126.991617,2016-10-03 02:29:09.806416
14044564,81038775,Shared room,,Myeongnyun 1(il)-ga,0,,5,1.0,112.0,1.0,37.586467,126.998183,2016-10-03 02:28:55.894325
12506056,40283312,Entire home/apt,,Dongja-dong,12,4.5,3,1.0,54.0,1.0,37.551262,126.972978,2016-10-03 02:28:55.299864
10161823,50330071,Private room,,Yeonnam-dong,6,5.0,2,1.0,47.0,1.0,37.560676,126.919463,2016-10-03 02:28:52.042840
13755255,79939448,Private room,,Seongsan-dong,5,5.0,2,1.0,30.0,3.0,37.56635,126.904045,2016-10-03 02:28:49.886858
5298583,27041752,Shared room,,Yeonnam-dong,3,5.0,3,1.0,18.0,1.0,37.563075,126.924051,2016-10-03 02:28:46.984147
14320950,1572120,Entire home/apt,,Dongja-dong,2,,16,0.0,155.0,1.0,37.553992,126.969204,2016-10-03 02:28:42.709251
5271134,24682306,Shared room,,Itaewon-dong,3,4.0,14,1.0,15.0,1.0,37.534505,126.992313,2016-10-03 02:28:23.904492
8732907,34949996,Private room,,Pungnap-dong,37,5.0,2,1.0,28.0,1.0,37.534649,127.116824,2016-10-03 02:28:15.526499
14495051,17482128,Private room,,Seocho-dong,4,5.0,2,1.0,30.0,2.0,37.50211,127.021531,2016-10-03 02:28:11.103470
14885947,88244948,Entire home/apt,,Yeoksam-dong,9,5.0,2,0.0,62.0,1.0,37.498699,127.028032,2016-10-03 02:28:03.957101
6049892,30594166,Shared room,,Itaewon-dong,13,4.5,5,1.0,19.0,1.0,37.534328,126.993435,2016-10-03 02:27:58.971133
12499906,8133294,Entire home/apt,,Hongeun-dong,1,,12,3.0,93.0,2.0,37.597292,126.955395,2016-10-03 02:27:49.892233
